,movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors,companys,openYear
351,20239959,봉태리,Welcome to Bongtaeri,2023,20231011,장편,개봉,한국,"멜로/로맨스,코미디,드라마,판타지",한국,멜로/로맨스,[{'peopleNm': '박정례'}],(주)보더레스랩,2023
356,19880032,나그네는 길에서도 쉬지 않는다,The Man with Three Coffins,1987,19880611,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이장호'}],판영화사(주),1988
357,19850062,어우동,Eoh Wu-Dong,1985,19850928,장편,개봉,한국,"성인물(에로),사극",한국,성인물(에로),[{'peopleNm': '이장호'}],태흥영화(주),1985
358,19840055,무릎과 무릎사이,Between The Knees,1984,19840930,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '이장호'}],태흥영화(주),1984
359,20090042,핸드폰,Handphone,2008,20090219,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '김한민'}],(주)씨네토리,2009
360,20070104,극락도 살인사건,Paradise Murdered,2007,20070412,장편,개봉,한국,"공포(호러),미스터리,스릴러",한국,공포(호러),[{'peopleNm': '김한민'}],(주)두엔터테인먼트 ,2007
361,20050349,홀리데이,Holiday,2006,20060119,장편,개봉,한국,"드라마,스릴러,범죄",한국,드라마,[{'peopleNm': '양윤호'}],(주)현진씨네마,2006
362,20234253,퍼피 구조대: 더 마이티 무비,PAW Patrol: The Mighty Movie,2023,20231006,장편,개봉,미국,"애니메이션,어드벤처",미국,애니메이션,[{'peopleNm': '캘런 브런커'}],파라마운트 픽쳐스,2023
370,19970100,첨밀밀 ,Comrades: Almost A Love Story,1996,19970301,장편,개봉,홍콩,멜로/로맨스,홍콩,멜로/로맨스,[{'peopleNm': '진가신'}],골든하베스트,1997
376,20234140,팬티 속 물건 만지작대는 누나들,,2023,20230921,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
377,20234142,너의 시선이 머무는 곳에,Where your eyes linger,2023,20230906,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '황다슬'}],(주)더블유스토리,2023
378,20233014,타겟,Don't Buy the Seller,2022,20230830,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '박희곤'}],(주)영화사피어나,2023
380,20233235,가문의 영광: 리턴즈,Marrying the Mafia,2023,20230921,장편,개봉,한국,코미디,한국,코미디,"[{'peopleNm': '정태원'}, {'peopleNm': '정용기'}]",(주)태원엔터테인먼트,2023
385,20211101,절해고도,A Lonely Island in the Distant Sea,2021,20230927,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김미영'}],보리와 오디 영화사,2023
386,20223896,거미집,COBWEB,2022,20230927,장편,개봉,한국,"코미디,드라마",한국,코미디,[{'peopleNm': '김지운'}],앤솔로지스튜디오(주),2023
387,20234257,우연히 본 친구 여친의 섹스,,2023,20230928,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
388,20234154,막무가내로 내려찍는 육덕 엉덩이,,2023,20230928,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
389,20234141,마구 길들여준 거유녀,,2023,20230928,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
394,20234577,검은 상복의 모녀,,,20230927,장편,개봉,한국,,한국,,[{'peopleNm': '김태훈'}],주식회사 피에스앤제이,2023
396,20233532,여사장 : 월급대신 떡,,2023,20230926,장편,개봉,한국,,한국,,[],(주)영화사가을,2023
397,20234639,남친이 군대 간 사이,,,20230926,장편,개봉,한국,,한국,,[],주식회사 루믹스미디어,2023
398,20234604,결혼을 반대한 형이 아내를 건드렸다,,,20230926,장편,개봉,한국,,한국,,[{'peopleNm': '핑마'}],와이제이스토리,2023
399,20234064,AS기사 유혹하는 여주인,,,20230925,장편,개봉,한국,,한국,,[{'peopleNm': '핑마'}],와이제이스토리,2023
400,20234230,카페여사장의 배달섹스-무삭제,,2022,20230922,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '천성준'}],에이원 미디어,2023
401,20233438,A급 여비서,,2023,20230922,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '윤준세'}],(주)영진크리에이티브,2023
402,20233920,훅 들어온 사장님의 대물,,2023,20230922,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
403,20233943,목욕하다 봇물 터진 사모님,,2023,20230922,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
406,20234153,흥건히 젖은 자위녀와 대물 총각,,2023,20230921,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
409,20234193,누구나 그럴싸한 계획은 있다,,2023,20230920,장편,개봉,한국,"성인물(에로),범죄,드라마",한국,성인물(에로),[{'peopleNm': '이시영'}],영화사 산들바람,2023
410,20234419,남자전용 미용실,,,20230920,장편,개봉,한국,,한국,,[],주식회사 루믹스미디어,2023
427,20233842,사장님 방에서 나온 내 아내,,2023,20230915,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)씨맥스커뮤니케이션즈,2023
428,20234295,교환부부의 세계3 ： 그들만의 은밀한 테크닉,,,20230915,장편,개봉,한국,,한국,,[],주식회사 루믹스미디어,2023
433,20233919,남사친 대물을 허락해버린 여친,,2023,20230915,장편,,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
434,20233942,그녀가 허락한 섹스,,2023,20230915,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
437,20234139,벌려준 누나들,,2023,20230914,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
439,20234138,걸레질하는 여직원,,2023,20230914,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
440,20234065,술집에서 몰래 하는 사이,,,20230913,장편,개봉,한국,,한국,,[{'peopleNm': '핑마'}],와이제이스토리,2023
441,20234136,사무적인 관계,,,20230913,장편,개봉,한국,"성인물(에로),드라마",한국,성인물(에로),[],주식회사 플릭스코,2023
443,20233439,자위책방：한 남자 두 여자,,2023,20230908,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '전일만'}],(주)영진크리에이티브,2023
444,20234054,사먹는 세자매,,2023,20230907,장편,개봉,한국,,한국,,[],주식회사 루믹스미디어,2023
445,20233807,흑형을 동경한 윗집 소녀,,2023,20230907,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '김레이'}],스마일컨텐츠,2023
446,20233297,취한 김에 덮쳐버린 그녀,,2023,20230907,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
447,20233291,자위하는 오빠와 옆집 여동생,,2023,20230907,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
452,20209245,번개맨: 더 비기닝,Bungaeman: The Beginning,2020,20230920,장편,개봉,한국,애니메이션,한국,애니메이션,"[{'peopleNm': '한상호'}, {'peopleNm': '박성배'}]",한국교육방송공사 EBS,2023
457,20233440,발정난 녀석들：5가지 맛,,2023,20230901,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '전일만'}],(주)영진크리에이티브,2023
458,20232915,나의 형수님,,2023,20230901,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)씨맥스커뮤니케이션즈,2023
459,20209186,태어나길 잘했어,The Slug,2020,20220414,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최진영'}],대장정,2022
460,20081391,미쓰 홍당무,Crush And Blush,2008,20081016,장편,개봉,한국,"드라마,코미디",한국,드라마,[{'peopleNm': '이경미'}],모호필름,2008
461,20163285,드롭박스,The Drop Box,2015,20160519,장편,개봉,"한국,미국",다큐멘터리,한국,다큐멘터리,[{'peopleNm': '브라이언 아이비'}],Arbella Studio,2016
462,19770058,사랑의 원자탄,The Atom Bomb Of Love,1977,19771109,장편,개봉,한국,사극,한국,사극,[{'peopleNm': '강대진'}],남아진흥,1977
465,20232618,런닝맨: 리벤져스,Running Man : Revengers,2023,20230810,장편,개봉,한국,애니메이션,한국,애니메이션,[{'peopleNm': '엄영식'}],(주)로커스,2023
466,20100191,시,Poetry,2010,20100513,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이창동'}],파인하우스필름(주),2010
469,20173202,버닝,BURNING,2018,20180517,장편,개봉,한국,미스터리,한국,미스터리,[{'peopleNm': '이창동'}],파인하우스필름(주),2018
471,20211028,"안녕, 내일 또 만나","So Long, See You Tomorrow",2021,20230913,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '백승빈'}],(주)루이스 픽쳐스,2023
472,20224758,말이야 바른 말이지,Citizen Pane,2022,20230517,옴니버스,개봉,한국,코미디,한국,코미디,"[{'peopleNm': '김소형'}, {'peopleNm': '박동훈'}, {'peopleNm': '최하나'}, {'peopleNm': '송현주'}, {'peopleNm': '한인미'}, {'peopleNm': '윤성호'}]",서울독립영화제,2023
474,20197654,소울메이트,Soulmate,2020,20230315,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '민용근'}],클라이맥스 스튜디오(주),2023
477,20230777,물안에서,IN WATER,2023,20230412,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '홍상수'}],(주)영화제작전원사 ,2023
478,20224667,잠,Sleep,2022,20230906,장편,개봉,한국,미스터리,한국,미스터리,[{'peopleNm': '유재선'}],(주)루이스 픽쳐스,2023
486,20196799,경미의 세계,Kyungmi's World,2019,20230920,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '구지현'}],한국예술종합학교 미디어콘텐츠센터,2023
488,19820118,환타지아,Fantasia,1940,19821001,장편,개봉,미국,"가족,판타지",미국,가족,"[{'peopleNm': '사무엘 암스트롱'}, {'peopleNm': '포드 비브'}]",월트 디즈니 픽쳐스,1982
489,20226897,그녀의 취미생활,Her Hobby,2023,20230830,장편,개봉,한국,"미스터리,범죄,드라마",한국,미스터리,[{'peopleNm': '하명미'}],웬에버스튜디오,2023
490,20163041,자백,Spy Nation,2016,20161013,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '최승호'}],한국탐사저널리즘센터,2016
491,20191546,월성,"Wolsong, The Vanishing Village",2019,20191212,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"[{'peopleNm': '남태제'}, {'peopleNm': '김성환'}]",한국탐사저널리즘센터,2019
492,20173991,얼굴들,Possible Faces,2017,20190124,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이강현'}],(주)시네마달,2019
495,20232839,차박- 살인과 낭만의 밤,Chabak - Night of Murder and Romance,2023,20230913,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '형인혁'}],(주)타이거스튜디오,2023
496,19860106,구니스 ,The Goonies,1985,19860719,장편,개봉,미국,"어드벤처,코미디,가족,스릴러",미국,어드벤처,[{'peopleNm': '리차드 도너'}],엠블린엔터테인먼트,1986
498,20231609,사모님 빨아먹는 장과장,,2023,20230914,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '김도현'}],(주)뮤직엔닷컴,2023
500,20225824,치악산,Mount CHIAK,2023,20230913,장편,개봉,한국,"공포(호러),미스터리",한국,공포(호러),[{'peopleNm': '김선웅'}],(주)도호 엔터테인먼트,2023
506,20231546,어디로 가고 싶으신가요,Where Would You Like to Go?,2023,20230705,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김희정'}],(주)인벤트스톤,2023
507,20223609,비밀의 언덕,The Hill of Secrets,2022,20230712,장편,개봉,한국,기타,한국,기타,[{'peopleNm': '이지은'}],오스프링 필름,2023
511,20211540,듣보인간의 생존신고,Notes from the Unknown,2021,20230906,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"[{'peopleNm': '김아현'}, {'peopleNm': '권하정'}]",(주)에이치더블유,2023
513,20232561,몸값part.2,Bargain part.2,2022,20230705,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '전우성'}],주식회사 티빙,2023
514,20232560,몸값part.1,Bargain part.1,2022,20230705,장편,개봉,한국,"스릴러,기타",한국,스릴러,[{'peopleNm': '전우성'}],주식회사 티빙,2023
515,20101394,7인의 말괄량이,Seven Tomboys,1976,19760115,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김수형'}],남아진흥,1976
521,20198482,드림,Dream,2023,20230426,장편,개봉,한국,"코미디,드라마",한국,코미디,[{'peopleNm': '이병헌'}],(주)옥토버시네마,2023
522,20211550,206: 사라지지 않는,206: Unearthed,2022,20230621,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '허철녕'}],필름소나,2023
525,20227552,비닐하우스,Greenhouse,2022,20230726,장편,개봉,한국,범죄,한국,범죄,[{'peopleNm': '이솔희'}],한국영화아카데미,2023
526,19950257,아폴로 13 ,Apollo 13,1995,19950805,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '론 하워드'}],이메이진엔터테인먼트,1995
527,20233295,헌팅녀 섹스의 대가,,2023,20230831,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
528,20233296,드디어 벌어진 순결,,2023,20230831,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
531,20233675,주인집 모녀,,,20230830,장편,개봉,한국,"성인물(에로),드라마",한국,성인물(에로),[],폭풍의 눈 ,2023
538,20231940,젖은 처제: 빼앗긴 남편,,2022,20230825,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '리윤'}],(주)담화,2023
547,20230782,구멍 길들이기 무삭제판,,2022,20230825,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '윤수현'}],이야픽쳐스 ,2023
549,20233574,어린 처제2,,2023,20230824,장편,개봉,한국,,한국,,[],영화사 레드카펫,2023
550,20232816,스와핑 스튜디오 무삭제판,,2023,20230824,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '이상수'}],영드래곤 미디어 ,2023
552,20233278,중년 여상사의 은밀한 직원 교육,,2023,20230824,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
553,20233294,더 강한 자극을 원해,,2023,20230824,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
554,20229319,2대1 돌려먹기,,2022,20230823,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '한승구'}],(주)영화사가을,2023
556,20233123,일부이처제,,2023,20230823,장편,개봉,한국,"성인물(에로),드라마,멜로/로맨스",한국,성인물(에로),[{'peopleNm': '리차드 킴'}],영화사 산들바람,2023
561,20229318,2대1 변태 단골손님 무삭제,,2022,20230819,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '박인우'}],(주)영화사가을,2023
563,20233035,화끈하게 물 빼주는 강남 언니,,2023,20230818,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
564,20233007,잘 주는 착한 아줌마들,,2023,20230818,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
565,20233272,20살 여제자와의 불륜,,2023,20230817,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
566,20233293,봇물 터지고 난리 난 그녀,,2023,20230817,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
567,20233530,우리동네 미용실 ： 2대1서비스,,2023,20230816,장편,개봉,한국,,한국,,[{'peopleNm': '한마음'}],주식회사 루믹스미디어,2023
568,20233663,mz 자매의 목적,,2023,20230815,장편,개봉,한국,,한국,,[{'peopleNm': '함성한'}],P&미디어,2023
569,20233034,이혼한 친구를 맛본 남편,,2023,20230811,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
