,movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors,companys,openYear
0,20203702,노량: 죽음의 바다,Noryang: Deadly Sea ,2022,20231220,장편,개봉예정,한국,"액션,드라마",한국,액션,[{'peopleNm': '김한민'}],(주)빅스톤픽쳐스,2023
5,20230167,아줌마,AJOOMMA,2022,20231129,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '허 슈밍'}],(주)더웨일컴퍼니,2023
6,20235476,젖어있는 유부녀 여직원,,2023,20231130,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
7,20235454,발기한 채 쳐다보는 여동생의 남친,,2023,20231130,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
14,20235909,젖큰 옆집 누나,,,20231115,장편,개봉,한국,,한국,,[],주식회사 루믹스미디어,2023
17,20234614,맛있는 외도:몰래 하는 섹스,,,20231031,장편,개봉,한국,,한국,,[{'peopleNm': '핑마'}],와이제이스토리,2023
23,20234705,친구에게 공유된 아내,,2023,20231026,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
24,20234704,옆집 아저씨에게 빼앗긴 내 여자,,2023,20231026,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
25,20234924,은밀한 마사지샵 부부 교환 무삭제,,2023,20231025,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)두리컴미디어,2023
26,20234678,손기술이 죽여줘 10초 컷!,,2023,20231023,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '윤준세'}],(주)영진크리에이티브,2023
27,20232502,핫 한 장모님,,2023,20231020,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '김도현'}],(주)뮤직엔닷컴,2023
28,20232835,찰떡진 거유 장모와 말뿌리 사위,,2023,20231020,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '김도현'}],(주)뮤직엔닷컴,2023
29,20234699,젖큰자매의맛,,2023,20231020,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '김레이'}],스마일컨텐츠,2023
30,20234662,잘 싸게 해주는 선생님,,2023,20231020,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
31,20233843,음란한 장모의 사위사랑,,2023,20231020,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)씨맥스커뮤니케이션즈,2023
32,20234661,어긋난 삽입! 친구 남친의 대물,,2023,20231020,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
33,20234695,레드 파라다이스,,,20231020,장편,개봉,한국,"성인물(에로),드라마,스릴러",한국,성인물(에로),[{'peopleNm': '이시영'}],(주)룬컴퍼니,2023
35,20235059,그녀의 비밀스러운 계약,,2023,20231020,장편,개봉,한국,"성인물(에로),드라마",한국,성인물(에로),[{'peopleNm': '선우용'}],(주)룬컴퍼니,2023
37,20235099,어게인 아내의 흑심,,2023,20231019,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '정도수'}],와이키키 픽쳐스,2023
38,20235113,어게인 남편의 새 여자,,2023,20231019,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '정도수'}],와이키키 픽쳐스,2023
41,20234703,몰래 삽입한 그녀,,2023,20231019,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
43,20234702,내 여친 속살에 흥분한 친구 놈,,2023,20231019,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
47,20234671,아낌없이 다 내주는 형수님,,2023,20231018,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)두리컴미디어,2023
53,20228376,비밀 : 나쁜 관계 무삭제,,2022,20231017,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '박인우'}],(주)영화사가을,2023
56,20234953,국제결혼2,,2023,20231017,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)코빈커뮤니케이션즈,2023
60,20234009,흑인에게 미친 여친 무삭제판,,2023,20231013,장편,개봉,한국,,한국,,[{'peopleNm': '이상수'}],영드래곤 미디어 ,2023
61,20234642,초자연적 삽입,,2023,20231013,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
65,20234660,눈앞에서 구경한 여친의 섹스,,2023,20231013,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
66,20234700,이성 잃고 뚫어버린 대물남,,2023,20231012,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
67,20234701,여사친의 젖은 속살,,2023,20231012,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
69,20233861,바람난 형수님 참교육,,2023,20231006,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)씨맥스커뮤니케이션즈,2023
70,20234698,1등글래머친구여동생-무삭제,,2022,20231006,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '이정석'}],스마일컨텐츠,2023
71,20234280,인정받은 여친의 가랑이,,2023,20231005,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
72,20234640,출장 도우미,,,20231004,장편,개봉,한국,,한국,,[],주식회사 루믹스미디어,2023
73,20234008,귀신이 싼다 무삭제판,,,20231004,장편,개봉,한국,,한국,,[{'peopleNm': '신성진'}],영드래곤 미디어 ,2023
77,20010003,꽃섬,Flower Island,2001,20011123,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '송일곤'}],씨앤필름(주),2001
79,20235640,여직원들 ： 2대2 스와핑,,2023,20231110,장편,개봉,한국,,한국,,[],(주)영화사가을,2023
80,20234796,비밀,Unforgivable,2023,20231213,장편,개봉예정,한국,"미스터리,드라마,스릴러",한국,미스터리,"[{'peopleNm': '임경호'}, {'peopleNm': '소준범'}]",스튜디오고트,2023
81,20234673,뽀로로 극장판 슈퍼스타 대모험,PORORO POPSTAR ADVENTURE,2023,20231213,장편,개봉예정,한국,애니메이션,한국,애니메이션,"[{'peopleNm': '윤제완'}, {'peopleNm': '김성민'}]",(주)오콘,2023
83,20235697,엔시티 네이션 : 투 더 월드 인 시네마,NCT NATION : To The World in Cinemas,2023,20231206,장편,개봉예정,한국,"공연,다큐멘터리",한국,공연,[],씨제이포디플렉스 주식회사,2023
90,20235789,사랑의 불시착: 라이브 인 서울,CRASH LANDING ON YOU: LIVE IN SEOUL,2023,20231130,장편,개봉,한국,"뮤지컬,공연,멜로/로맨스,드라마",한국,뮤지컬,[{'peopleNm': '박재석'}],(주)위즈온센,2023
91,20234762,무경계,No Boundaries,2023,20231130,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '진재운'}],(주)KNN,2023
92,20233947,매트,The Mat,2023,20231130,장편,개봉,한국,"미스터리,스릴러,드라마",한국,미스터리,[{'peopleNm': '최지온'}],액츠픽쳐스,2023
93,20234798,극장판 우당탕탕 은하안전단: 진정한 용기!,,2022,20231130,장편,개봉,한국,애니메이션,한국,애니메이션,[{'peopleNm': '정지훈'}],(주)마로스튜디오,2023
96,20197122,1947 보스톤,Road to Boston,2020,20230927,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '강제규'}],(주)비에이엔터테인먼트,2023
99,19760026,사랑의 스잔나,Chelsia My Love,1976,19760812,장편,개봉,"한국,홍콩",멜로/로맨스,한국,멜로/로맨스,"[{'peopleNm': '김정용'}, {'peopleNm': '송존수'}]",동아흥행㈜,1976
100,20227525,교토에서 온 편지,A Letter from Kyoto,2022,20231206,장편,개봉예정,한국,드라마,한국,드라마,[{'peopleNm': '김민주'}],한국영화아카데미,2023
103,20227553,빅슬립,Big Sleep,2022,20231122,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김태훈'}],CINEBUS,2023
104,20232227,믿을 수 있는 사람,A Tour Guide,2021,20231018,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '곽은미'}],한국영화아카데미,2023
106,19810007,빙점 '81,Subzero Point '81,1981,19810418,장편,개봉,한국,"가족,드라마,멜로/로맨스",한국,가족,[{'peopleNm': '고영남'}],남아진흥(주),1981
107,19730003,어머니의 영광,Mother'S Glory,1973,19730224,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김기'}],남화,1973
108,19880018,칠소여복성,Seven Brave Policewomen,1988,19880326,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '강범구'}],남아진흥,1988
109,19910006,베를린 리포트,Berlin Report,1991,19910608,장편,개봉,한국,"드라마,전쟁",한국,드라마,[{'peopleNm': '박광수'}],(주)모가드코리아,1991
110,19800041,나를 보러와요,Come And See Me,1980,19800710,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이유섭'}],남아진흥(주),1980
111,20202247,싱글 인 서울,Single in Seoul,2023,20231129,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,[{'peopleNm': '박범수'}],(주)디씨지플러스,2023
117,20235643,여직원들 ： 직장 연애사 3,,2023,20231125,장편,개봉,한국,,한국,,[],(주)영화사가을,2023
121,20235627,총각파티 ： 은밀한 서비스,,2023,20231118,장편,개봉,한국,,한국,,[],(주)영화사가을,2023
126,20235319,누나 손길에 거대해진 훈남 대물,,2023,20231117,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
130,20235455,음탕하고 육덕진 조교 누나,,2023,20231123,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
131,20235477,언니와 바꿔 넣은 애완남,,2023,20231123,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
132,20212866,서울의 봄,12.12: THE DAY,2022,20231122,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김성수'}],(주)하이브미디어코프,2023
133,20227626,화란,Hopeless,2022,20231011,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김창훈'}],(주)사나이픽처스,2023
134,20235558,그림자 고백,Behind The Shadows,2023,20231125,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이대경'}],(주)아센디오,2023
135,20230966,사채소년,Usury Academy,2023,20231122,장편,개봉,한국,"액션,드라마",한국,액션,[{'peopleNm': '황동석'}],(주)26컴퍼니,2023
137,20235318,자위하다 들킨 옆집 누나,,2023,20231117,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '강현성'}],(주)샤이커뮤니케이션즈,2023
139,20235478,여동생의 첫 경험,,2023,20231116,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
140,20235456,언니 대신 넣어준 형부 대물,,2023,20231116,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
145,20202026,마루이 비디오,Marui Video,2020,20230222,장편,개봉,한국,"미스터리,공포(호러)",한국,미스터리,[{'peopleNm': '윤준형'}],(주)발포플랜,2023
146,20223565,다음 소희,Next Sohee,2022,20230208,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '정주리'}],트윈플러스파트너스(주),2023
147,20232077,어른 김장하,A Man Who Heals the City,2022,20231115,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '김현지'}],MBC경남,2023
148,20235343,MT 가서 맛본 거유 여후배,,2023,20231110,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '강현성'}],(주)샤이커뮤니케이션즈,2023
149,20235342,정력 좋은 아내의 전 남편,,2023,20231110,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
150,20233810,욕정걸의 서핑,,2023,20231110,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '김도현'}],(주)뮤직엔닷컴,2023
151,20233916,서핑강습 중 물오른 처제 신고식,,2023,20231110,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '김도현'}],(주)뮤직엔닷컴,2023
152,20235457,두 남자에게 농락당한 여자들,,2023,20231109,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
153,20235479,누나 팬티를 훔친 동생,,2023,20231109,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
156,20235908,흑인과하고싶은섹시한지원,,2023,20231124,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '김레이'}],스마일컨텐츠,2023
165,20181676,아내의 맛 무삭제판,,2018,20190422,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김부곤'}],(주)영화사가을,2019
175,20193879,비공식작전,Ransomed,2022,20230802,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김성훈'}],(주)와인드업필름,2023
179,20234707,처제 속살 훔쳐보다가..,,2023,20231102,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
180,20234706,넣어보면 안다는 숫처녀,,2023,20231102,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)샤이커뮤니케이션즈,2023
183,20235264,백남준: 달은 가장 오래된 TV,Nam June Paik: Moon is the Oldest TV,2023,20231206,장편,개봉예정,"한국,미국",다큐멘터리,한국,다큐멘터리,[{'peopleNm': '어맨다 킴'}],시소픽쳐스,2023
202,20235257,짝퉁부부 섹스금지,,2023,20231107,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)두리컴미디어,2023
203,20235277,발정난 아내의 구멍 이야기,,2023,20231107,장편,개봉,한국,성인물(에로),한국,성인물(에로),[],(주)두리컴미디어,2023
204,20235549,어게인 5년째 첫날밤,,,20231102,장편,개봉,한국,,한국,,[{'peopleNm': '정도수'}],와이키키 픽쳐스,2023
205,20231930,독친,Toxic Parents,2022,20231101,장편,개봉,한국,"공포(호러),미스터리",한국,공포(호러),[{'peopleNm': '김수인'}],(주)미스터리픽처스,2023
208,20228926,어느 날 그녀가 우주에서,She’s from Another Planet,2022,20231122,장편,개봉,한국,"멜로/로맨스,판타지,드라마",한국,멜로/로맨스,[{'peopleNm': '구상범'}],영화사 온난전선,2023
210,20235582,수운잡방,Joseon Chefs,2023,20231202,장편,개봉예정,한국,드라마,한국,드라마,[{'peopleNm': '최연수'}],KBS,2023
212,20200622,소년들,The Boys,2020,20231101,장편,개봉,한국,"드라마,범죄",한국,드라마,[{'peopleNm': '정지영'}],(주)아우라픽처스,2023
213,20227628,나의 피투성이 연인,Birth,2023,20231115,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '유지영'}],컴플렉스필름,2023
214,20190324,3일의 휴가,Our Season,2020,20231206,장편,개봉예정,한국,"판타지,드라마",한국,판타지,[{'peopleNm': '육상효'}],글뫼 주식회사,2023
215,20204541,퀴어 마이 프렌즈,Queer My Friends,2022,20230809,장편,개봉,한국,"다큐멘터리,드라마,가족",한국,다큐멘터리,[{'peopleNm': '서아현'}],시소픽쳐스,2023
217,20227410,천박사 퇴마 연구소: 설경의 비밀,Dr. Cheon And The Lost Talisman,2022,20230927,장편,개봉,한국,"판타지,액션",한국,판타지,[{'peopleNm': '김성식'}],(주)외유내강,2023
219,20225894,뉴 노멀,NEW NORMAL,2023,20231108,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '정범식'}],언파스튜디오,2023
220,20224517,용감한 시민,Brave Citizen,2022,20231025,장편,개봉,한국,"액션,드라마",한국,액션,[{'peopleNm': '박진표'}],스튜디오엔(주),2023
221,19940224,에덴의 마지막 날 ,The Last Days Of Eden,1993,19940618,장편,개봉,미국,"드라마,어드벤처",미국,드라마,[{'peopleNm': '존 맥티어난'}],할리우드픽처스,1994
222,19940388,스페셜리스트 ,The Specialist,1994,19941119,장편,개봉,미국,"드라마,스릴러,액션",미국,드라마,[{'peopleNm': '루이스 로사'}],워너브러더스 코리아(주),1994
223,19940407,분노의 폭발,Blown Away,1994,19941203,장편,개봉,미국,"스릴러,액션",미국,스릴러,[{'peopleNm': '스테판 홉킨스'}],메트로-골드윈-마이어,1994
224,20070059,판타스틱 4: 실버 서퍼의 위협,Fantastic Four: Rise Of The Silver Surfer,2007,20070808,장편,개봉,미국,"SF,액션,어드벤처",미국,SF,[{'peopleNm': '팀 스토리'}],이십세기폭스필름코퍼레이션,2007
225,20070430,레인 오버 미,Reign Over Me,2007,20070906,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '마이크 바인더'}],콜럼비아 픽쳐스 코포레이션,2007
226,20225164,어린여동생의 떡선물,,2021,20220705,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '최환'}],(주)케이알씨지,2022
228,20231577,라방,Live Stream,2022,20230628,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '최주연'}],영화사올(주),2023
229,20230943,스트리머,Streamer,2023,20230510,장편,개봉,한국,"공포(호러),미스터리",한국,공포(호러),[{'peopleNm': '장형모'}],하이컨셉픽쳐스(주),2023
230,20219473,나는 여기에 있다,I AM HERE,2022,20230412,장편,개봉,한국,"범죄,액션,스릴러",한국,범죄,[{'peopleNm': '신근호'}],(주)미학인우주선,2023
232,20211541,스프린터,Sprinter,2022,20230524,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최승연'}],영화사 만화경,2023
233,20231455,익스트림 페스티벌,Extreme Festival,2023,20230607,장편,개봉,한국,"코미디,드라마",한국,코미디,[{'peopleNm': '김홍기'}],(주)비리프,2023
234,20235873,티빙 오리지널 운수 오진 날,A Bloody Lucky Day,2023,20231117,장편,개봉,한국,"스릴러,공포(호러)",한국,스릴러,[{'peopleNm': '필감성'}],스튜디오 드래곤,2023
235,20212365,느티나무 아래,Under the Zelkova,2022,20231115,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '오정훈'}],영화제작소 숲길,2023
237,20227684,멍뭉이,My Heart Puppy,2022,20230301,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김주환'}],(주)와이웍스엔터테인먼트,2023
239,20218541,밀수,Smugglers,2023,20230726,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '류승완'}],(주)외유내강,2023
241,20228210,괴인,A Wild Roomer,2022,20231108,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이정홍'}],영화 <괴인> 제작위원회,2023
242,20235421,세계를 뒤흔든 43일,,2023,20231116,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '이규철'}],㈜콘텐츠 핏,2023
244,20192995,보호자,A Man of Reason,2021,20230815,장편,개봉,한국,"액션,드라마",한국,액션,[{'peopleNm': '정우성'}],(주)영화사테이크,2023
245,20218935,더 문,The Moon,2023,20230802,장편,개봉,한국,"SF,액션,드라마",한국,SF,[{'peopleNm': '김용화'}],씨제이이엔엠 스튜디오스 주식회사,2023
247,20225880,잔고: 분노의 적자,Jango: Uncharged,2022,20230913,장편,개봉,한국,"서부극(웨스턴),코미디,액션",한국,서부극(웨스턴),[{'peopleNm': '백승기'}],꾸러기스튜디오,2023
249,20227550,5시부터 7시까지의 주희,Juhee from 5 to 7,2022,20231108,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '장건재'}],(주)모쿠슈라,2023
250,20235030,프레디의 피자가게,Five Nights at Freddy's,2023,20231115,장편,개봉,미국,"공포(호러),스릴러",미국,공포(호러),[{'peopleNm': '엠마 타미'}],유니버설픽쳐스인터내셔널 코리아(유),2023
254,20232284,만분의 일초,IRON MASK,2023,20231115,장편,개봉,한국,"액션,드라마,스릴러",한국,액션,[{'peopleNm': '김성환'}],한국영화아카데미,2023
256,20217425,더 와일드: 야수들의 전쟁,THE WILD,2023,20231115,장편,개봉,한국,"액션,범죄",한국,액션,[{'peopleNm': '김봉한'}],(주)아센디오,2023
259,20152105,"시발, 놈: 인류의 시작",Super Origin,2016,20160818,장편,개봉,한국,"코미디,드라마",한국,코미디,[{'peopleNm': '백승기'}],(주)엣나인필름,2016
261,20228560,너와 나,The Dream Songs,2023,20231025,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '조현철'}],주식회사 필름영,2023
262,20070585,어거스트 러쉬,August Rush,2007,20071129,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '커스틴 쉐리단'}],사우스포우 엔터테인먼트,2007
264,20228819,30일,Love Reset,2022,20231003,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '남대중'}],(주)영화사울림,2023
268,20235473,백지영 콘서트 인 시네마,BAEK Z YOUNG CONCERT IN CINEMA,2023,20231110,장편,개봉,한국,"공연,다큐멘터리",한국,공연,[{'peopleNm': '조윤수'}],(주)영화사 그램,2023
269,20030350,올드보이,Old Boy,2003,20031121,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '박찬욱'}],(주)에그필름,2003
271,19820019,만추 리마스터링,Late Autumn,2010,20110217,장편,개봉,"한국,미국,홍콩",멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김태용'}],빅뱅컨텐츠(주),2011
272,20212667,화사한 그녀,MISS FORTUNE,2023,20231011,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '이승준'}],(주)신영이엔씨,2023
273,20224495,폭로,Havana,2022,20230920,장편,개봉,한국,"범죄,스릴러",한국,범죄,[{'peopleNm': '홍용호'}],(주)로그라인스튜디오,2023
274,20233075,신체모음.zip,Body Parts,2022,20230830,옴니버스,개봉,한국,공포(호러),한국,공포(호러),"[{'peopleNm': '최원경'}, {'peopleNm': '전병덕'}, {'peopleNm': '이광진'}, {'peopleNm': '지삼'}, {'peopleNm': '김장미'}, {'peopleNm': '서형우'}]",(주)싸이더스,2023
275,20233921,물귀신,Bottom of the Water,2022,20231109,장편,개봉,한국,"공포(호러),미스터리",한국,공포(호러),[{'peopleNm': '임지훈'}],(주)콘텐츠지,2023
277,20232516,너를 줍다,Flower of Mold,2023,20231108,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '심혜정'}],시내필름,2023
278,20212350,약속,Promise,2023,20231101,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '민병훈'}],(주)민병훈필름,2023
282,20232636,거미줄 (악어와 악어새),,2023,20230706,장편,개봉,한국,"드라마,범죄",한국,드라마,[{'peopleNm': '김문옥'}],스마일픽쳐스,2023
284,20225851,마인드 유니버스,Mind Universe,2022,20230920,장편,개봉,한국,"SF,멜로/로맨스,가족",한국,SF,[{'peopleNm': '김진무'}],굿인스토리,2023
285,20226411,범죄도시3,THE ROUNDUP : NO WAY OUT,2022,20230531,장편,개봉,한국,"범죄,액션",한국,범죄,[{'peopleNm': '이상용'}],주식회사 빅펀치픽쳐스,2023
286,20081482,샤인 리마스터링,Shine,1996,19970125,장편,개봉,호주,드라마,호주,드라마,[{'peopleNm': '스콧 힉스'}],오스트렐리안필름파이낸스코퍼레이션,1997
287,20234722,마이 샤이니 월드,MY SHINee WORLD,2023,20231103,장편,개봉,한국,"공연,다큐멘터리",한국,공연,[{'peopleNm': '이후빈'}],플러스엠 엔터테인먼트,2023
288,20228571,작은정원,Little Garden,2022,20230712,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '이마리오'}],아나레스,2023
289,20125431,나비와 바다,Sea of Butterfly,2011,20130124,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '박배일'}],오지필름,2013
291,20226500,달짝지근해: 7510,HONEYSWEET,2022,20230815,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '이한'}],(주)무비락,2023
294,20225881,붉은 장미의 추억,Though the Rose has Withered,2022,20231102,장편,개봉,한국,"드라마,미스터리",한국,드라마,[{'peopleNm': '백재호'}],(주)프로젝트42,2023
300,20231681,오픈 더 도어,Open the Door,2022,20231025,장편,개봉,한국,"미스터리,스릴러",한국,미스터리,[{'peopleNm': '장항준'}],㈜컨텐츠랩 비보,2023
301,20204264,콘크리트 유토피아,Concrete Utopia,2021,20230809,장편,개봉,한국,"드라마,기타",한국,드라마,[{'peopleNm': '엄태화'}],클라이맥스 스튜디오(주),2023
303,19980085,크래쉬,Crash,1996,19980307,장편,개봉,미국,"드라마,스릴러",미국,드라마,[{'peopleNm': '데이빗 크로넨버그'}],얼라이언스커뮤니케이션즈코퍼레이션,1998
305,19920065,빠담풍,Easy Virtue,1992,19920516,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '엄종선'}],(주)황기성 사단,1992
307,19890010,오늘 여자,Today'S Woman,1989,19890304,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '박철수'}],(주)황기성 사단,1989
308,19910108,열일곱살의 쿠데타,Teenage Coup D'Gras,1991,19910803,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '김성홍'}],(주)황기성 사단,1991
309,20030402,써클,The Circle,2003,20031114,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '박승배'}],㈜무비캠,2003
310,19900011,나는 날마다 일어선다,I Stand Every Day,1990,19900217,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '강우석'}],(주)황기성 사단,1990
311,20218656,롱디,Long D,2022,20230510,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,[{'peopleNm': '임재완'}],트웰브져니(주),2023
321,20234939,비더원: 비퍼스트 더 무비,BE: the ONE,2023,20231011,장편,개봉,한국,기타,한국,기타,[{'peopleNm': '오윤동'}],씨제이포디플렉스 주식회사,2023
325,20227676,두 사람을 위한 식탁,A Table for Two,2022,20231025,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '김보람'}],킴프로덕션,2023
327,20231634,괴담만찬,Tastes of Horror,2023,20231018,옴니버스,개봉,한국,공포(호러),한국,공포(호러),"[{'peopleNm': '안상훈'}, {'peopleNm': '윤은경'}, {'peopleNm': '김용균'}, {'peopleNm': '임대웅'}, {'peopleNm': '채여준'}]",(주)스튜디오투유,2023
329,20227654,수라,Sura: A Love Song,2022,20230621,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '황윤'}],스튜디오두마,2023
332,20231794,우리의 하루,In Our Day,2023,20231019,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '홍상수'}],(주)영화제작전원사 ,2023
339,20234853,엑소시스트: 믿는 자,The Exorcist: Believer,2023,20231018,장편,개봉,미국,공포(호러),미국,공포(호러),[{'peopleNm': '데이빗 고든 그린'}],유니버설픽쳐스인터내셔널 코리아(유),2023
340,20234663,바람 따라 만나리 : 김호중의 계절,,2023,20231018,장편,개봉,한국,"공연,다큐멘터리",한국,공연,[{'peopleNm': '오윤동'}],씨제이포디플렉스 주식회사,2023
343,20231773,빈틈없는 사이,MY WORST NEIGHBOR,2023,20230705,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이우철'}],(주)갤리온엔터테인먼트,2023
344,20227891,지옥만세,Hail to Hell,2022,20230816,장편,개봉,한국,어드벤처,한국,어드벤처,[{'peopleNm': '임오정'}],한국영화아카데미,2023
345,20224646,여섯 개의 밤,The Layover,2022,20230329,장편,개봉,한국,"드라마,멜로/로맨스,가족",한국,드라마,[{'peopleNm': '최창환'}],(주)컬쳐플랫폼,2023
349,19820110,해바라기,Sunflower,1970,19821114,장편,개봉,이탈리아,드라마,이탈리아,드라마,[{'peopleNm': '비토리오 데 시카'}],모스필름,1982
